Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
OR2M4	gene	OR2M4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000171180	ENSG00000171180	HGNC:8270													
OR2T10	gene	OR2T10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184022	ENSG00000184022	HGNC:19573													
OR52M1	gene	OR52M1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197790	ENSG00000197790	HGNC:15225													
OTUD7A	gene	OTUD7A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000169918	ENSG00000169918	HGNC:20718													
OTX1	gene	OTX1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115507	ENSG00000115507	HGNC:8521													
OXT	gene	OXT	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000101405	ENSG00000101405	HGNC:8528													
OXTR	gene	OXTR	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000180914	ENSG00000180914	HGNC:8529													
P2RX5	gene	P2RX5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000083454	ENSG00000083454	HGNC:8536													
P4HA2	gene	P4HA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000072682	ENSG00000072682	HGNC:8547													
PAH	gene	PAH	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000171759	ENSG00000171759	HGNC:8582													
PAK2	gene	PAK2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000180370	ENSG00000180370	HGNC:8591													
PARD3B	gene	PARD3B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000116117	ENSG00000116117	HGNC:14446													
PATJ	gene	PATJ	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000132849	ENSG00000132849	HGNC:28881													
PAX5	gene	PAX5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196092	ENSG00000196092	HGNC:8619													
PCDH10	gene	PCDH10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000138650	ENSG00000138650	HGNC:13404													
PCDH11X	gene	PCDH11X	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000102290	ENSG00000102290	HGNC:8656													
PCDH15	gene	PCDH15	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000150275	ENSG00000150275	HGNC:14674													
PCDH9	gene	PCDH9	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184226	ENSG00000184226	HGNC:8661													
PCDHA1	gene	PCDHA1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204970	ENSG00000204970	HGNC:8663													
PCDHA10	gene	PCDHA10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000250120	ENSG00000250120	HGNC:8664													
PCDHA11	gene	PCDHA11	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000249158	ENSG00000249158	HGNC:8665													
PCDHA12	gene	PCDHA12	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000251664	ENSG00000251664	HGNC:8666													
PCDHA13	gene	PCDHA13	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000239389	ENSG00000239389	HGNC:8667													
PCDHA2	gene	PCDHA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204969	ENSG00000204969	HGNC:8668													
PCDHA3	gene	PCDHA3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000255408	ENSG00000255408	HGNC:8669													
PCDHA4	gene	PCDHA4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204967	ENSG00000204967	HGNC:8670													
PCDHA5	gene	PCDHA5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204965	ENSG00000204965	HGNC:8671													
PCDHA6	gene	PCDHA6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000081842	ENSG00000081842	HGNC:8672													
PCDHA7	gene	PCDHA7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204963	ENSG00000204963	HGNC:8673													
PCDHA8	gene	PCDHA8	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204962	ENSG00000204962	HGNC:8674													
PCDHA9	gene	PCDHA9	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204961	ENSG00000204961	HGNC:8675													
PCDHAC1	gene	PCDHAC1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000248383	ENSG00000248383	HGNC:8676													
PCDHAC2	gene	PCDHAC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000243232	ENSG00000243232	HGNC:8677													
PDCD1	gene	PDCD1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000188389	ENSG00000188389	HGNC:8760													
PDE1C	gene	PDE1C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000154678	ENSG00000154678	HGNC:8776													
PER1	gene	PER1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000179094	ENSG00000179094	HGNC:8845													
PER2	gene	PER2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000132326	ENSG00000132326	HGNC:8846													
PEX7	gene	PEX7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000112357	ENSG00000112357	HGNC:8860													
PHB	gene	PHB	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000167085	ENSG00000167085	HGNC:8912													
PHF2	gene	PHF2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197724	ENSG00000197724	HGNC:8920													
PHIP	gene	PHIP	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000146247	ENSG00000146247	HGNC:15673													
PHRF1	gene	PHRF1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000070047	ENSG00000070047	HGNC:24351													
PIK3CG	gene	PIK3CG	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000105851	ENSG00000105851	HGNC:8978													
PITX1	gene	PITX1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000069011	ENSG00000069011	HGNC:9004													
PLAUR	gene	PLAUR	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000011422	ENSG00000011422	HGNC:9053													
PLCB1	gene	PLCB1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000182621	ENSG00000182621	HGNC:15917													
PLN	gene	PLN	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198523	ENSG00000198523	HGNC:9080													
PLXNA3	gene	PLXNA3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130827	ENSG00000130827	HGNC:9101													
PLXNA4	gene	PLXNA4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000221866	ENSG00000221866	HGNC:9102													
PLXNB1	gene	PLXNB1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000164050	ENSG00000164050	HGNC:9103													
PNPLA7	gene	PNPLA7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130653	ENSG00000130653	HGNC:24768													
POLA2	gene	POLA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000014138	ENSG00000014138	HGNC:30073													
POMT1	gene	POMT1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130714	ENSG00000130714	HGNC:9202													
PON1	gene	PON1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000005421	ENSG00000005421	HGNC:9204													
POT1	gene	POT1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000128513	ENSG00000128513	HGNC:17284													
PPFIA1	gene	PPFIA1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131626	ENSG00000131626	HGNC:9245													
PPM1D	gene	PPM1D	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170836	ENSG00000170836	HGNC:9277													
PPP1R1B	gene	PPP1R1B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131771	ENSG00000131771	HGNC:9287													
PPP2R1B	gene	PPP2R1B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000137713	ENSG00000137713	HGNC:9303													
PPP2R5D	gene	PPP2R5D	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000112640	ENSG00000112640	HGNC:9312													
PREX1	gene	PREX1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000124126	ENSG00000124126	HGNC:32594													
PRICKLE1	gene	PRICKLE1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000139174	ENSG00000139174	HGNC:17019													
PRICKLE2	gene	PRICKLE2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000163637	ENSG00000163637	HGNC:20340													
PRKCB	gene	PRKCB	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000166501	ENSG00000166501	HGNC:9395													
PRKDC	gene	PRKDC	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000253729	ENSG00000253729	HGNC:9413													
PRKN	gene	PRKN	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185345	ENSG00000185345	HGNC:8607													
PRODH	gene	PRODH	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000100033	ENSG00000100033	HGNC:9453													
PRPF39	gene	PRPF39	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185246	ENSG00000185246	HGNC:20314													
PRUNE2	gene	PRUNE2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000106772	ENSG00000106772	HGNC:25209													
PSD3	gene	PSD3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000156011	ENSG00000156011	HGNC:19093													
PTBP2	gene	PTBP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000117569	ENSG00000117569	HGNC:17662													
PTGS2	gene	PTGS2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000073756	ENSG00000073756	HGNC:9605													
PTK7	gene	PTK7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000112655	ENSG00000112655	HGNC:9618													
PTPN11	gene	PTPN11	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000179295	ENSG00000179295	HGNC:9644													
PTPRB	gene	PTPRB	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000127329	ENSG00000127329	HGNC:9665													
PTPRC	gene	PTPRC	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000081237	ENSG00000081237	HGNC:9666													
PTPRT	gene	PTPRT	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196090	ENSG00000196090	HGNC:9682													
PXDN	gene	PXDN	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130508	ENSG00000130508	HGNC:14966													
PYHIN1	gene	PYHIN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000163564	ENSG00000163564	HGNC:28894													
QRICH1	gene	QRICH1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198218	ENSG00000198218	HGNC:24713													
RAB11FIP5	gene	RAB11FIP5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000135631	ENSG00000135631	HGNC:24845													
RAB2A	gene	RAB2A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000104388	ENSG00000104388	HGNC:9763													
RAB39B	gene	RAB39B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000155961	ENSG00000155961	HGNC:16499													
RAB43	gene	RAB43	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000172780	ENSG00000172780	HGNC:19983													
RAD21L1	gene	RAD21L1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000244588	ENSG00000244588	HGNC:16271													
RAI1	gene	RAI1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000108557	ENSG00000108557	HGNC:9834													
RAPGEF4	gene	RAPGEF4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000091428	ENSG00000091428	HGNC:16626													
RASSF5	gene	RASSF5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000136653	ENSG00000266094	HGNC:17609													
RBFOX1	gene	RBFOX1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000078328	ENSG00000078328	HGNC:18222													
RBM27	gene	RBM27	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000091009	ENSG00000091009	HGNC:29243													
REEP3	gene	REEP3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000165476	ENSG00000165476	HGNC:23711													
RERE	gene	RERE	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000142599	ENSG00000142599	HGNC:9965													
RFX3	gene	RFX3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000080298	ENSG00000080298	HGNC:9984													
RGS7	gene	RGS7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000182901	ENSG00000182901	HGNC:10003													
RHOXF1	gene	RHOXF1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000101883	ENSG00000101883	HGNC:29993													
RIMS3	gene	RIMS3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000117016	ENSG00000117016	HGNC:21292													
RIT2	gene	RIT2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000152214	ENSG00000152214	HGNC:10017													
RNF135	gene	RNF135	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000181481	ENSG00000181481	HGNC:21158													
RNF38	gene	RNF38	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000137075	ENSG00000137075	HGNC:18052													
ROBO2	gene	ROBO2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185008	ENSG00000185008	HGNC:10250													
RPL10	gene	RPL10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000147403	ENSG00000147403	HGNC:10298													
RPS6KA2	gene	RPS6KA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000071242	ENSG00000071242	HGNC:10431													
RPS6KA3	gene	RPS6KA3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000177189	ENSG00000177189	HGNC:10432													
SAE1	gene	SAE1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000142230	ENSG00000142230	HGNC:30660													
SAMD11	gene	SAMD11	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000187634	ENSG00000187634	HGNC:28706													
SASH1	gene	SASH1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000111961	ENSG00000111961	HGNC:19182													
SATB2	gene	SATB2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000119042	ENSG00000119042	HGNC:21637													
SBF1	gene	SBF1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000100241	ENSG00000100241	HGNC:10542													
SCFD2	gene	SCFD2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184178	ENSG00000184178	HGNC:30676													
SCN1A	gene	SCN1A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000144285	ENSG00000144285	HGNC:10585													
SCN4A	gene	SCN4A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000007314	ENSG00000007314	HGNC:10591													
SCN8A	gene	SCN8A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196876	ENSG00000196876	HGNC:10596													
SCP2	gene	SCP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000116171	ENSG00000116171	HGNC:10606													
SDC2	gene	SDC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000169439	ENSG00000169439	HGNC:10659													
SEMA5A	gene	SEMA5A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000112902	ENSG00000112902	HGNC:10736													
SERPINE1	gene	SERPINE1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000106366	ENSG00000106366	HGNC:8583													
SETBP1	gene	SETBP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000152217	ENSG00000152217	HGNC:15573													
SETD1B	gene	SETD1B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000139718	ENSG00000139718	HGNC:29187													
SETD2	gene	SETD2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000181555	ENSG00000181555	HGNC:18420													
SETDB1	gene	SETDB1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000143379	ENSG00000143379	HGNC:10761													
SETDB2	gene	SETDB2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000136169	ENSG00000136169	HGNC:20263													
SEZ6L2	gene	SEZ6L2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000174938	ENSG00000174938	HGNC:30844													
SGSM3	gene	SGSM3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000100359	ENSG00000100359	HGNC:25228													
SHANK1	gene	SHANK1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000161681	ENSG00000161681	HGNC:15474													
SHOX	gene	SHOX	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185960	ENSG00000185960	HGNC:10853													
SIN3A	gene	SIN3A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000169375	ENSG00000169375	HGNC:19353													
SLC12A5	gene	SLC12A5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000124140	ENSG00000124140	HGNC:13818													
SLC1A1	gene	SLC1A1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000106688	ENSG00000106688	HGNC:10939													
SLC22A15	gene	SLC22A15	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000163393	ENSG00000163393	HGNC:20301													
SLC22A9	gene	SLC22A9	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149742	ENSG00000149742	HGNC:16261													
SLC24A2	gene	SLC24A2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000155886	ENSG00000155886	HGNC:10976													
SLC25A12	gene	SLC25A12	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115840	ENSG00000115840	HGNC:10982													
SLC25A27	gene	SLC25A27	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000153291	ENSG00000153291	HGNC:21065													
SLC25A39	gene	SLC25A39	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000013306	ENSG00000013306	HGNC:24279													
SLC27A4	gene	SLC27A4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000167114	ENSG00000167114	HGNC:10998													
SLC29A4	gene	SLC29A4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000164638	ENSG00000164638	HGNC:23097													
SLC35B1	gene	SLC35B1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000121073	ENSG00000121073	HGNC:20798													
SLC38A10	gene	SLC38A10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157637	ENSG00000157637	HGNC:28237													
SLC4A10	gene	SLC4A10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000144290	ENSG00000144290	HGNC:13811													
SLC6A3	gene	SLC6A3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000142319	ENSG00000142319	HGNC:11049													
SLC6A4	gene	SLC6A4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000108576	ENSG00000108576	HGNC:11050													
SLC6A8	gene	SLC6A8	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130821	ENSG00000130821	HGNC:11055													
SLC7A3	gene	SLC7A3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000165349	ENSG00000165349	HGNC:11061													
SLC7A5	gene	SLC7A5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000103257	ENSG00000103257	HGNC:11063													
SLC7A7	gene	SLC7A7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000155465	ENSG00000155465	HGNC:11065													
SLC9A9	gene	SLC9A9	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000181804	ENSG00000181804	HGNC:20653													
SLCO1B3	gene	SLCO1B3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000111700	ENSG00000111700	HGNC:10961													
SLITRK5	gene	SLITRK5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000165300	ENSG00000165300	HGNC:20295													
SMAD4	gene	SMAD4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000141646	ENSG00000141646	HGNC:6770													
SMARCA4	gene	SMARCA4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000127616	ENSG00000127616	HGNC:11100													
SMC3	gene	SMC3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000108055	ENSG00000108055	HGNC:2468													
SMG6	gene	SMG6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000070366	ENSG00000070366	HGNC:17809													
SNAP25	gene	SNAP25	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000132639	ENSG00000132639	HGNC:11132													
SND1	gene	SND1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197157	ENSG00000197157	HGNC:30646													
SNTG2	gene	SNTG2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000172554	ENSG00000172554	HGNC:13741													
SOD1	gene	SOD1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000142168	ENSG00000142168	HGNC:11179													
SPARCL1	gene	SPARCL1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000152583	ENSG00000152583	HGNC:11220													
SPP2	gene	SPP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000072080	ENSG00000072080	HGNC:11256													
SRGAP3	gene	SRGAP3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196220	ENSG00000196220	HGNC:19744													
SSPO	gene	SSPO	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197558	ENSG00000197558	HGNC:21998													
SSRP1	gene	SSRP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149136	ENSG00000149136	HGNC:11327													
ST7	gene	ST7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000004866	ENSG00000004866	HGNC:11351													
ST8SIA2	gene	ST8SIA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000140557	ENSG00000140557	HGNC:10870													
STK39	gene	STK39	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198648	ENSG00000198648	HGNC:17717													
STX1A	gene	STX1A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000106089	ENSG00000106089	HGNC:11433													
STXBP1	gene	STXBP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000136854	ENSG00000136854	HGNC:11444													
STXBP5	gene	STXBP5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000164506	ENSG00000164506	HGNC:19665													
STYK1	gene	STYK1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000060140	ENSG00000060140	HGNC:18889													
SYAP1	gene	SYAP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000169895	ENSG00000169895	HGNC:16273													
SYN1	gene	SYN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000008056	ENSG00000008056	HGNC:11494													
SYN2	gene	SYN2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157152	ENSG00000157152	HGNC:11495													
SYNCRIP	gene	SYNCRIP	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000135316	ENSG00000135316	HGNC:16918													
SYNE1	gene	SYNE1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131018	ENSG00000131018	HGNC:17089													
SYNJ1	gene	SYNJ1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000159082	ENSG00000159082	HGNC:11503													
SYT17	gene	SYT17	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000103528	ENSG00000103528	HGNC:24119													
TAF1C	gene	TAF1C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000103168	ENSG00000103168	HGNC:11534													
TAF6	gene	TAF6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000106290	ENSG00000106290	HGNC:11540													
TANC2	gene	TANC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170921	ENSG00000170921	HGNC:30212													
TBC1D31	gene	TBC1D31	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000156787	ENSG00000156787	HGNC:30888													
TBC1D5	gene	TBC1D5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131374	ENSG00000131374	HGNC:19166													
TBL1X	gene	TBL1X	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000101849	ENSG00000101849	HGNC:11585													
TBX1	gene	TBX1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184058	ENSG00000184058	HGNC:11592													
